Instance,Terminal,Layer,X location,Y location,Voltage
output17,VSS,Metal1,71.9650,30.0270,0.000542
output16,VSS,Metal1,47.4850,82.9470,0.000007
output15,VSS,Metal1,18.2050,15.3320,0.000056
output14,VSS,Metal1,6.7550,67.8270,0.000697
output13,VSS,Metal1,6.7550,22.8920,0.000206
output12,VSS,Metal1,75.3250,30.4520,0.000542
output11,VSS,Metal1,75.8050,68.2520,0.000703
output10,VSS,Metal1,32.6050,82.9470,0.000006
output9,VSS,Metal1,6.7550,38.0120,0.000446
output8,VSS,Metal1,75.8050,22.4670,0.000211
output7,VSS,Metal1,73.8850,68.2520,0.000703
output6,VSS,Metal1,6.7550,53.1320,0.000262
output5,VSS,Metal1,73.8850,30.0270,0.000542
output4,VSS,Metal1,59.0750,82.9470,0.000008
output3,VSS,Metal1,6.7550,22.4670,0.000206
input2,VSS,Metal1,37.8850,15.3320,0.000056
input1,VSS,Metal1,35.9650,15.3320,0.000056
dbit\[1\]$_SDFFE_PP1P__67,VSS,Metal1,42.6850,52.7850,0.000275
BN\[10\]$_SDFFE_PP1P__66,VSS,Metal1,37.8850,75.4650,0.000179
B\[1\]$_SDFFE_PP1P__65,VSS,Metal1,10.5250,60.6150,0.000152
BN\[11\]$_SDFFE_PP1P__64,VSS,Metal1,61.4750,22.5450,0.000211
B\[8\]$_SDFFE_PP1P__63,VSS,Metal1,7.1650,30.3750,0.000478
BN\[1\]$_SDFFE_PP1P__62,VSS,Metal1,7.6450,60.3450,0.000152
B\[2\]$_SDFFE_PP1P__61,VSS,Metal1,56.1250,67.9050,0.000701
BN\[2\]$_SDFFE_PP1P__60,VSS,Metal1,70.5950,68.1750,0.000703
dbit\[3\]$_SDFFE_PP1P__59,VSS,Metal1,35.9650,22.5450,0.000207
BN\[3\]$_SDFFE_PP1P__58,VSS,Metal1,63.8050,22.8150,0.000211
B\[3\]$_SDFFE_PP1P__57,VSS,Metal1,73.4750,30.3750,0.000542
BN\[4\]$_SDFFE_PP1P__56,VSS,Metal1,10.0450,45.4950,0.000362
B\[9\]$_SDFFE_PP1P__55,VSS,Metal1,8.1250,68.1750,0.000697
BN\[5\]$_SDFFE_PP1P__54,VSS,Metal1,24.9250,75.7350,0.000178
B\[4\]$_SDFFE_PP1P__53,VSS,Metal1,11.9650,45.4950,0.000362
BN\[6\]$_SDFFE_PP1P__52,VSS,Metal1,54.2750,75.7350,0.000179
dbit\[2\]$_SDFFE_PP0P__51,VSS,Metal1,33.5650,30.1050,0.000500
BN\[7\]$_SDFFE_PP1P__50,VSS,Metal1,66.7550,75.4650,0.000181
B\[5\]$_SDFFE_PP1P__49,VSS,Metal1,23.0050,75.7350,0.000179
BN\[8\]$_SDFFE_PP1P__48,VSS,Metal1,10.5250,22.8150,0.000206
dbit\[0\]$_SDFFE_PP1P__47,VSS,Metal1,39.8050,30.3750,0.000519
BN\[9\]$_SDFFE_PP1P__46,VSS,Metal1,12.9250,75.4650,0.000179
B\[6\]$_SDFFE_PP1P__45,VSS,Metal1,49.4750,83.0250,0.000007
B\[0\]$_SDFFE_PP1P__44,VSS,Metal1,12.4450,22.8150,0.000206
BN\[0\]$_SDFFE_PP1P__43,VSS,Metal1,17.7250,22.5450,0.000206
B\[10\]$_SDFFE_PP1P__42,VSS,Metal1,38.4350,83.0250,0.000007
