Instance,Terminal,Layer,X location,Y location,Voltage
B\[8\]$_SDFFE_PP1P__63,VDD,Metal1,6.8520,33.9030,1.199450
BN\[1\]$_SDFFE_PP1P__62,VDD,Metal1,7.3320,56.8160,1.199769
B\[2\]$_SDFFE_PP1P__61,VDD,Metal1,55.8120,64.3760,1.199568
BN\[2\]$_SDFFE_PP1P__60,VDD,Metal1,70.9070,71.7030,1.199437
dbit\[3\]$_SDFFE_PP1P__59,VDD,Metal1,35.6520,19.0160,1.199832
BN\[3\]$_SDFFE_PP1P__58,VDD,Metal1,63.4920,26.3430,1.199658
B\[3\]$_SDFFE_PP1P__57,VDD,Metal1,73.7870,33.9030,1.199375
BN\[4\]$_SDFFE_PP1P__56,VDD,Metal1,9.7320,49.0230,1.199613
B\[9\]$_SDFFE_PP1P__55,VDD,Metal1,7.8120,71.7030,1.199523
BN\[5\]$_SDFFE_PP1P__54,VDD,Metal1,24.6120,79.2630,1.199930
B\[4\]$_SDFFE_PP1P__53,VDD,Metal1,11.6520,49.0230,1.199613
BN\[6\]$_SDFFE_PP1P__52,VDD,Metal1,54.5870,79.2630,1.199899
dbit\[2\]$_SDFFE_PP0P__51,VDD,Metal1,33.2520,26.5760,1.199693
BN\[7\]$_SDFFE_PP1P__50,VDD,Metal1,67.0670,71.9360,1.199437
B\[5\]$_SDFFE_PP1P__49,VDD,Metal1,22.6920,79.2630,1.199930
BN\[8\]$_SDFFE_PP1P__48,VDD,Metal1,10.2120,26.3430,1.199708
dbit\[0\]$_SDFFE_PP1P__47,VDD,Metal1,39.4920,33.9030,1.199429
BN\[9\]$_SDFFE_PP1P__46,VDD,Metal1,12.6120,71.9360,1.199523
B\[6\]$_SDFFE_PP1P__45,VDD,Metal1,49.7870,79.4960,1.199899
B\[0\]$_SDFFE_PP1P__44,VDD,Metal1,12.1320,26.3430,1.199708
BN\[0\]$_SDFFE_PP1P__43,VDD,Metal1,17.4120,19.0160,1.199843
B\[10\]$_SDFFE_PP1P__42,VDD,Metal1,38.7470,79.4960,1.199900
B\[7\]$_SDFFE_PP1P__41,VDD,Metal1,68.9870,71.7030,1.199437
fanout16,VDD,Metal1,32.7110,48.8620,1.199589
fanout15,VDD,Metal1,39.8100,49.3070,1.199588
fanout14,VDD,Metal1,36.9170,42.0320,1.199702
fanout13,VDD,Metal1,13.9500,48.9720,1.199613
fanout12,VDD,Metal1,30.2820,42.0320,1.199704
fanout11,VDD,Metal1,43.6370,56.2470,1.199766
fanout10,VDD,Metal1,46.1220,57.1520,1.199766
fanout9,VDD,Metal1,47.9700,41.7470,1.199700
fanout8,VDD,Metal1,50.3570,48.6870,1.199576
fanout7,VDD,Metal1,58.0500,56.5320,1.199764
fanout6,VDD,Metal1,43.7220,42.0320,1.199700
fanout5,VDD,Metal1,44.1300,34.1870,1.199392
fanout4,VDD,Metal1,53.3220,33.5670,1.199386
fanout3,VDD,Metal1,56.6820,48.6870,1.199576
fanout2,VDD,Metal1,53.8020,56.2470,1.199765
fanout1,VDD,Metal1,37.4820,48.6870,1.199588
dbit\[3\]$_SDFFE_PP1P_,VDD,Metal1,44.5960,19.3870,1.199831
dbit\[2\]$_SDFFE_PP0P_,VDD,Metal1,46.5160,25.9720,1.199660
dbit\[1\]$_SDFFE_PP1P_,VDD,Metal1,51.7960,41.0920,1.199700
dbit\[0\]$_SDFFE_PP1P_,VDD,Metal1,48.7420,26.9410,1.199660
_204_,VDD,Metal1,68.1300,26.2920,1.199658
_175_,VDD,Metal1,36.2780,26.8590,1.199687
_174_,VDD,Metal1,40.6970,18.7350,1.199831
_173_,VDD,Metal1,41.9030,33.6630,1.199395
_172_,VDD,Metal1,37.2660,33.6320,1.199430
_171_,VDD,Metal1,41.5860,34.4070,1.199395
_170_,VDD,Metal1,38.3950,34.2910,1.199430
_169_,VDD,Metal1,32.7830,41.2230,1.199704
_168_,VDD,Metal1,29.6160,33.6630,1.199443
_167_,VDD,Metal1,32.0570,33.8550,1.199443
_166_,VDD,Metal1,34.8380,34.4190,1.199435
_165_,VDD,Metal1,42.2760,41.1800,1.199700
_164_,VDD,Metal1,23.5080,33.6430,1.199450
_163_,VDD,Metal1,69.6110,48.7630,1.199562
_162_,VDD,Metal1,57.6110,79.0030,1.199899
_161_,VDD,Metal1,32.6510,79.0030,1.199901
_160_,VDD,Metal1,23.9880,41.9560,1.199708
_159_,VDD,Metal1,70.0910,41.9560,1.199697
_158_,VDD,Metal1,68.6510,57.0760,1.199764
_157_,VDD,Metal1,23.9880,56.3230,1.199769
_156_,VDD,Metal1,31.2110,26.0830,1.199694
_155_,VDD,Metal1,46.0910,71.4430,1.199473
_154_,VDD,Metal1,21.5880,72.1960,1.199523
_153_,VDD,Metal1,66.1150,26.1550,1.199658
_152_,VDD,Metal1,33.3210,63.8600,1.199590
_151_,VDD,Metal1,9.6530,57.0660,1.199769
_150_,VDD,Metal1,12.7580,34.4190,1.199450
_149_,VDD,Metal1,14.4530,26.0930,1.199708
_148_,VDD,Metal1,58.7610,49.5390,1.199576
_147_,VDD,Metal1,54.7120,57.0910,1.199765
_146_,VDD,Metal1,52.5980,63.8600,1.199572
_145_,VDD,Metal1,65.2260,57.0660,1.199764
_144_,VDD,Metal1,25.7180,57.0990,1.199769
_143_,VDD,Metal1,28.7460,57.0660,1.199767
_142_,VDD,Metal1,27.6380,41.1800,1.199704
_141_,VDD,Metal1,30.6660,41.2130,1.199704
_140_,VDD,Metal1,61.2380,26.0600,1.199658
_139_,VDD,Metal1,61.4320,48.7480,1.199576
_138_,VDD,Metal1,56.3610,63.8600,1.199568
_137_,VDD,Metal1,49.4930,63.8930,1.199588
_136_,VDD,Metal1,26.6780,49.5390,1.199605
_135_,VDD,Metal1,29.7060,49.5060,1.199596
_134_,VDD,Metal1,37.7180,56.3000,1.199766
_133_,VDD,Metal1,37.4320,49.5310,1.199588
_132_,VDD,Metal1,40.5980,72.2190,1.199497
_131_,VDD,Metal1,38.4530,63.8930,1.199588
_130_,VDD,Metal1,20.4380,19.2990,1.199833
_129_,VDD,Metal1,27.3060,33.6530,1.199445
_128_,VDD,Metal1,44.7900,49.3910,1.199578
_127_,VDD,Metal1,13.7180,63.8600,1.199595
_126_,VDD,Metal1,27.7860,56.3330,1.199767
_125_,VDD,Metal1,22.7610,26.0600,1.199704
_124_,VDD,Metal1,26.4530,26.8260,1.199699
_123_,VDD,Metal1,53.9610,41.9790,1.199700
_122_,VDD,Metal1,49.9120,49.5310,1.199576
_121_,VDD,Metal1,56.4380,79.7790,1.199899
_120_,VDD,Metal1,61.8660,49.5060,1.199576
_119_,VDD,Metal1,30.0380,63.8600,1.199590
_118_,VDD,Metal1,36.4260,63.8930,1.199590
_117_,VDD,Metal1,26.1980,48.7400,1.199605
_116_,VDD,Metal1,30.6660,34.3860,1.199443
_115_,VDD,Metal1,46.9860,34.4660,1.199391
_114_,VDD,Metal1,50.6780,41.9790,1.199700
_113_,VDD,Metal1,53.7670,26.0680,1.199660
_112_,VDD,Metal1,57.8780,57.0990,1.199764
_111_,VDD,Metal1,61.3860,41.9460,1.199699
_110_,VDD,Metal1,23.3180,49.5390,1.199612
_109_,VDD,Metal1,30.1860,56.3330,1.199766
_108_,VDD,Metal1,34.5060,49.5860,1.199588
_107_,VDD,Metal1,58.8380,19.2990,1.199830
_106_,VDD,Metal1,44.6320,33.6280,1.199392
_105_,VDD,Metal1,41.5580,63.8600,1.199588
_104_,VDD,Metal1,50.4530,57.0660,1.199765
_103_,VDD,Metal1,38.8260,41.1330,1.199702
_102_,VDD,Metal1,48.0530,56.2530,1.199766
_101_,VDD,Metal1,27.1580,26.0600,1.199699
_100_,VDD,Metal1,29.7060,48.7730,1.199596
_099_,VDD,Metal1,49.6700,34.2700,1.199390
_098_,VDD,Metal1,34.4350,33.7150,1.199435
_097_,VDD,Metal1,35.2700,41.3300,1.199702
_096_,VDD,Metal1,47.1900,49.3910,1.199577
B\[9\]$_SDFFE_PP1P_,VDD,Metal1,15.5770,64.7410,1.199595
B\[8\]$_SDFFE_PP1P_,VDD,Metal1,14.6620,33.5380,1.199450
B\[7\]$_SDFFE_PP1P_,VDD,Metal1,65.5420,56.2180,1.199764
B\[6\]$_SDFFE_PP1P_,VDD,Metal1,53.0620,72.3010,1.199472
B\[5\]$_SDFFE_PP1P_,VDD,Metal1,30.5020,71.3380,1.199503
B\[4\]$_SDFFE_PP1P_,VDD,Metal1,15.0970,41.0980,1.199733
B\[3\]$_SDFFE_PP1P_,VDD,Metal1,69.3820,41.0980,1.199697
B\[2\]$_SDFFE_PP1P_,VDD,Metal1,63.6220,64.7410,1.199568
B\[1\]$_SDFFE_PP1P_,VDD,Metal1,15.0970,49.6210,1.199613
B\[11\]$_SDFFE_PP1P_,VDD,Metal1,37.3960,57.1870,1.199766
B\[10\]$_SDFFE_PP1P_,VDD,Metal1,41.5420,78.8980,1.199900
B\[0\]$_SDFFE_PP1P_,VDD,Metal1,25.7020,18.4180,1.199833
BN\[9\]$_SDFFE_PP1P_,VDD,Metal1,15.5770,71.3380,1.199523
BN\[8\]$_SDFFE_PP1P_,VDD,Metal1,14.6170,26.9410,1.199708
BN\[7\]$_SDFFE_PP1P_,VDD,Metal1,69.3820,49.6210,1.199562
BN\[6\]$_SDFFE_PP1P_,VDD,Metal1,54.9820,71.3380,1.199472
BN\[5\]$_SDFFE_PP1P_,VDD,Metal1,30.5020,72.3010,1.199503
BN\[4\]$_SDFFE_PP1P_,VDD,Metal1,15.0970,42.0610,1.199733
BN\[3\]$_SDFFE_PP1P_,VDD,Metal1,68.4220,34.5010,1.199375
BN\[2\]$_SDFFE_PP1P_,VDD,Metal1,70.3420,63.7780,1.199568
BN\[1\]$_SDFFE_PP1P_,VDD,Metal1,15.0970,56.2180,1.199769
BN\[11\]$_SDFFE_PP1P_,VDD,Metal1,63.1420,26.9410,1.199658
BN\[10\]$_SDFFE_PP1P_,VDD,Metal1,44.4220,64.7410,1.199588
BN\[0\]$_SDFFE_PP1P_,VDD,Metal1,28.5820,19.3810,1.199833
